quote_id,section,labels,quotation,title,url
250,Introduction,['Robustness'],"The concept of invariance implies a selectivity for complex, high level features of the input and yet a robustness to irrelevant input transformations.",Measuring Invariances in Deep Networks,http://papers.nips.cc/paper/3790-measuring-invariances-in-deep-networks.pdf
251,Introduction,['Robustness'],This tension between selectivity and robustness makes learning invariant features nontrivial.,Measuring Invariances in Deep Networks,http://papers.nips.cc/paper/3790-measuring-invariances-in-deep-networks.pdf
253,Introduction,['Useful'],Our work also seeks to address the question: why are deep learning algorithms useful?,Measuring Invariances in Deep Networks,http://papers.nips.cc/paper/3790-measuring-invariances-in-deep-networks.pdf
255,Introduction,['Useful'],"A second answer can also be found in such work as [2, 3, 4, 5], which shows that such architectures lead to useful representations for classification.",Measuring Invariances in Deep Networks,http://papers.nips.cc/paper/3790-measuring-invariances-in-deep-networks.pdf
257,Introduction,['Performance'],"In computer vision, one can view object recognition performance as a measure of the invariance of the underlying features.",Measuring Invariances in Deep Networks,http://papers.nips.cc/paper/3790-measuring-invariances-in-deep-networks.pdf
258,Introduction,['Performance'],"While such an end-to-end system performance measure has many benefits, it can also be expensive to compute and does not give much insight into how to directly improve representations in each layer of deep architectures.",Measuring Invariances in Deep Networks,http://papers.nips.cc/paper/3790-measuring-invariances-in-deep-networks.pdf
259,Introduction,['Robustness'],The test suite presented in this paper provides an alternative that can identify the robustness of deep architectures to specific types of variations.,Measuring Invariances in Deep Networks,http://papers.nips.cc/paper/3790-measuring-invariances-in-deep-networks.pdf
262,Introduction,['Useful'],These networks were shown by Larochelle et al. [3] to learn useful features for a range of vision tasks; this suggests that their learned features are significantly invariant to the transformations present in those tasks.,Measuring Invariances in Deep Networks,http://papers.nips.cc/paper/3790-measuring-invariances-in-deep-networks.pdf
274,Dicussion and Conclusion,['Generalization'],"However, the definition of our metric is sufficiently general that it could easily be used to test, for example, invariance of auditory features to rate of speech, or invariance of textual features to author identity.",Measuring Invariances in Deep Networks,http://papers.nips.cc/paper/3790-measuring-invariances-in-deep-networks.pdf
277,Dicussion and Conclusion,['Promising'],"For example, one promising approach that we are currently investigating is the idea of learning slow features [19] from temporal data.",Measuring Invariances in Deep Networks,http://papers.nips.cc/paper/3790-measuring-invariances-in-deep-networks.pdf
280,Dicussion and Conclusion,"['Automatic', 'Useful']","It is not obvious how to extend these explicit strategies to become invariant to more intricate transformations like large-angle out-of-plane rotations and complex illumination changes, and we expect that our metrics will be useful in guiding efforts to develop learning algorithms that automatically discover much more invariant features without relying on hard-wired strategies.",Measuring Invariances in Deep Networks,http://papers.nips.cc/paper/3790-measuring-invariances-in-deep-networks.pdf
281,Introduction,['Novelty'],"Many successes in deep learning (Krizhevsky et al., 2012; Goodfellow et al., 2014; Sutskever et al., 2014) have resulted from novel neural network architecture designs.",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
282,Introduction,['Novelty'],"This proliferation of choices has fueled research into neural architecture search (NAS), which casts the discovery of new architectures as an optimization problem",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
283,Introduction,"['Promising', 'State-of-the-art']","This has resulted in state of the art performance in the domain of image classification (Zoph et al., 2018; Real et al., 2018; Huang et al., 2018), and has shown promising results in other domains, such as sequence modeling (Zoph & Le, 2016; So et al., 2019).",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
284,Introduction,['Reproducibility'],"Unfortunately, NAS research is notoriously hard to reproduce (Li & Talwalkar, 2019; Sciuto et al., 2019).",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
285,Introduction,['Requires few resources'],"First, some methods require months of compute time (e.g., Zoph et al., 2018), making these methods inaccessible to most researchers",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
286,Introduction,['Efficiency'],"Second, while recent improvements (Liu et al., 2018a; Pham et al., 2018; Liu et al., 2018b) have yielded more efficient methods, different methods are not comparable to each other due to different training procedures and different search spaces, which make it difficult to attribute the success of each method to the search algorithm itself.",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
287,Introduction,['Novelty'],"To address the issues above, this paper introduces NASBench-101, the first architecture-dataset for NAS.",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
288,Introduction,"['Low cost', 'Efficiency']",This enables NAS experiments to be run via querying a table instead of performing the usual costly train and evaluate procedure.,NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
289,Introduction,"['Reproducibility', 'Facilitating use (e.g. sharing code)']","Moreover, the data, search space, and training code is fully public 1 , to foster reproducibility in the NAS community.",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
290,Introduction,['Novelty'],"Because NAS-Bench-101 exhaustively evaluates a search space, it permits, for the first time, a comprehensive analysis of a NAS search space as a whole.",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
292,Introduction,['Flexibility/Extensibility'],"Finally, we demonstrate its application to the analysis of algorithms by benchmarking a wide range of open source architecture/hyperparameter search methods, including evolutionary approaches, random search, and Bayesian optimization.",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
293,Introduction,"['Novelty', 'Facilitating use (e.g. sharing code)']","We introduce NAS-Bench-101, the first large-scale, open source architecture dataset for NAS (Section 2);",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
295,Introduction,"['Efficiency', 'Facilitating use (e.g. sharing code)']",We illustrate how to use the dataset to perform fast benchmarking of various open-source NAS optimization algorithms (Section 4).,NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
296,Abstract,"['Large scale', 'Reproducibility', 'Requires few resources']","Recent advances in neural architecture search (NAS) demand tremendous computational resources, which makes it difficult to reproduce experiments and imposes a barrier-to-entry to researchers without access to large-scale computation",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
297,Abstract,['Novelty'],"We aim to ameliorate these problems by introducing NAS-Bench-101, the first public architecture dataset for NAS research.",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
300,Discussion,['Quantitative evidence (e.g. experiments)'],"To justify the approximation above, we performed a study on a different set of NAS-HPO-Bench (Klein & Hutter, 2019) datasets (described in detail in Supplement S5) T",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
301,Discussion,"['Exactness', 'Accuracy']","This let us compute the exact hyperparameteroptimized accuracy,",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
302,Discussion,['Accuracy'],"To do this, we chose a set of hyperparameters H† by optimizing the mean accuracy across all of the architectures for a given dataset.",NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
303,Discussion,['Accuracy'],This allows us to map each architecture A to its approximate hyperparameteroptimized accuracy,NAS-Bench-101: Towards Reproducible Neural Architecture Search,https://arxiv.org/pdf/1902.09635.pdf
